Ref,Credit_Score,Final_Grade,Term,Net_Advance,APR,Loan_Type,Mosaic,Mosaic_Class,Time_at_Address,Residential_Status,Telephone_Indicator,Number_of_Dependants,Marital_Status,Gender,Time_in_Employment,Employment_Status,Full_Part_Time_Empl_Ind,Perm_Temp_Empl_Ind,Income_Range,Current_Account,ACCESS_Card,VISA_Card,American_Express,Diners_Card,Cheque_Guarantee,Other_Credit_Store_Card,Time_with_Bank,Value_of_Property,Outstanding_Mortgage_Bal,Total_Outstanding_Balances,Bureau Data - Monthly_Other_Co_Repayments,Worst_History_CT,Payment_Method,Age,Total_outstanding_balance__mortg,Total # Public Info. (Court + bankruptcies),Total value Public Info. (Court + bankruptcies),Time since most recent Public Info.  mnths,Total_value__CAIS_8_9s,Worst_status_L6m,Worst_CUrrent_Status,__of_status_3_s_L6m,Searches___Total___L6m,Years_on_ER_for_SP,Bankruptcy_Detected__SP_,Total___outstanding_CCJ_s,Total outstanding balance (excl. mortgages),Total___of_accounts,CIFAS_detected,Time_since_most_recent_outstandi,Insurance_Description,PPI,code,prdt_desc,category,PPI_SINGLE,PPI_JOINT,PPI_LCI
5057,992,X,60,7500,7.9,UnSecured,12,2,132,H,Y,1,M,M,120,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"130,000.00",64000,71181,667,5,D,43,67,0,0,99,0,0,0,0,2,11,N,0,61,4,N,99,,0,,,,0,0,0
5059,1009,X,60,7000,8.4,UnSecured,15,3,116,H,Y,0,M,F,128,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,312,"180,000.00",172256,184399,2086,0,D,54,173,0,0,99,0,0,0,0,3,9,N,0,128,9,N,99,,0,,,,0,0,0
5061,797,D,120,26029.74,9.4,secured  ,46,8,108,H,Y,0,M,M,132,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,204,"130,000.00",100400,132633,678,0,D,34,102,0,0,99,0,3,2,3,3,9,N,0,323,9,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
5062,893,A,60,7500,12.9,UnSecured,37,6,180,H,Y,3,M,M,240,S,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"180,000.00",0,5648,97,5,D,42,0,0,0,99,0,2,0,0,4,15,N,0,57,4,N,99,,0,,,,0,0,0
5070,828,C,120,10000,16.4,secured  ,44,8,40,H,Y,4,M,M,66,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,120,"129,000.00",114213,119483,705,5,D,40,116,0,0,99,0,0,0,0,9,3,N,0,53,3,N,99,Single                    ,1,715,LASU,Single,1,0,0
5075,1000,X,60,7500,7.4,UnSecured,49,9,240,H,Y,1,M,F,30,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,"165,000.00",102329,124160,1654,5,D,51,104,0,0,99,0,0,0,0,3,18,N,0,219,9,N,99,,0,,,,0,0,0
5076,938,A,60,5000,10.9,UnSecured,13,2,33,H,Y,1,M,M,24,R,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,60,"100,000.00",0,18932,427,0,D,72,10,0,0,99,0,0,0,0,1,3,N,0,105,6,N,99,,0,,,,0,0,0
5077,962,X,60,7000,8.9,UnSecured,49,9,70,H,Y,1,M,M,44,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,128,"150,000.00",129624,146493,1314,0,D,51,131,0,0,99,0,1,0,0,3,6,N,0,169,8,N,99,Single                    ,1,715,LASU,Single,1,0,0
5078,831,C,48,7000,19.9,UnSecured,46,8,11,R,N,3,S,F,40,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,132,"120,000.00",0,6070,0,0,D,40,0,0,0,99,13,0,0,0,7,0,N,0,61,6,N,99,,0,,,,0,0,0
5080,1053,X,42,2247,15.4,UnSecured,49,9,305,H,Y,0,M,M,221,P,F,P,3,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,296,"120,000.00",25000,57603,563,0,D,57,46,0,0,99,0,1,0,0,3,25,N,0,127,9,N,99,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
5086,1017,X,36,8000,7.4,UnSecured,15,3,82,H,Y,3,M,F,84,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"171,000.00",73177,103065,1111,0,D,42,75,0,0,99,0,0,0,0,5,7,N,0,299,9,N,99,,0,,,,0,0,0
5088,862,B,60,6400,25.9,UnSecured,23,4,124,H,Y,0,M,M,132,G,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,TRUE  ,69,"140,000.00",73308,80199,458,0,D,42,75,0,0,99,7,0,0,0,2,7,N,0,69,4,N,99,Single                    ,1,715,LASU,Single,1,0,0
5089,867,B,60,5000,19.9,UnSecured,41,7,160,T,Y,2,S,M,76,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,266,"120,000.00",0,43755,834,5,D,53,0,0,0,99,1,0,0,0,1,7,N,0,438,9,N,99,,0,,,,0,0,0
5090,774,E,60,6000,21.9,UnSecured,39,6,42,T,N,2,S,M,48,P,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"120,000.00",0,9453,0,1,D,39,0,0,0,99,0,1,1,0,1,2,N,0,95,3,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5092,928,A,66,23000,8.4,secured  ,18,3,194,H,Y,0,M,M,39,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,303,"128,000.00",0,95271,1102,0,D,52,68,1,4,32,10,0,0,0,3,16,N,1,289,9,N,32,Joint                     ,1,716,LASU JOINT,JOINT,0,1,0
5097,780,E,12,1500,29.9,UnSecured,49,9,168,H,Y,2,M,F,67,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,187,"80,000.00",11503,976,0,5,D,35,0,0,0,99,1,1,0,0,7,4,N,0,10,4,N,99,,0,,,,0,0,0
5098,910,A,12,1300,23.9,UnSecured,47,8,346,H,Y,0,M,M,94,R,F,P,1,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,276,"55,000.00",20000,38250,207,5,D,68,39,0,0,99,9,2,0,0,1,25,N,0,4,2,N,99,,0,,,,0,0,0
5099,953,X,60,12000,7.4,UnSecured,44,8,389,H,Y,1,M,F,53,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,384,"75,000.00",64000,83893,1435,0,D,56,66,0,0,99,2,3,1,2,0,33,N,0,196,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5108,944,X,60,12000,6.9,UnSecured,9,2,59,H,Y,3,M,F,102,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,FALS,FALSE ,87,"145,000.00",117236,128086,1041,5,D,33,119,1,3,20,28,0,0,0,4,3,N,0,109,5,N,99,,0,,,,0,0,0
5113,827,C,36,5000,29.9,UnSecured,19,3,37,H,Y,0,S,F,108,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,108,"170,000.00",117970,118364,768,5,D,33,119,2,8,10,0,0,0,0,6,3,N,2,4,7,N,10,,0,,,,0,0,0
5117,762,E,60,2000,35.9,UnSecured,36,6,84,L,Y,0,S,F,45,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,67,"120,000.00",0,5830,0,0,D,32,0,1,11,35,4,0,0,0,1,7,N,1,59,4,N,35,Single                    ,1,715,LASU,Single,1,0,0
5128,847,B,96,15000,12.4,secured  ,23,4,73,H,Y,0,S,F,76,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,305,"138,000.00",50194,80141,868,4,D,50,52,0,0,99,0,1,0,0,6,0,N,0,300,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5131,870,B,60,4000,25.9,UnSecured,43,7,102,H,Y,2,S,F,12,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,98,"115,000.00",62624,81743,703,5,D,38,81,1,10,62,73,0,0,0,3,7,N,1,23,5,N,62,LASU                      ,1,750,LASU,Single,1,0,0
5133,806,D,60,7000,21.9,UnSecured,42,7,36,T,Y,2,M,M,52,P,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,268,"120,000.00",0,9126,134,4,D,45,0,0,0,99,0,0,0,0,4,2,N,0,92,7,N,99,Single                    ,1,718,LASCI,Single,1,0,0
5134,849,B,60,3500,25.9,UnSecured,44,8,84,H,Y,0,M,M,1,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"100,000.00",26889,35726,253,5,D,47,28,0,0,99,0,2,1,0,1,5,N,0,89,4,N,99,,0,,,,0,0,0
5135,878,A,60,1750,23.9,UnSecured,42,7,66,T,Y,0,M,M,154,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,317,"120,000.00",0,6971,0,4,D,42,0,0,0,99,0,0,0,0,2,0,N,0,70,2,N,99,,0,,,,0,0,0
5137,876,A,60,14500,12.9,UnSecured,16,3,23,H,Y,0,M,M,44,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,TRUE  ,164,"174,000.00",0,35167,606,0,D,45,0,0,0,99,29,2,0,0,2,0,N,0,352,6,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5138,882,A,48,4000,16.9,UnSecured,13,2,74,H,Y,0,S,M,182,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"195,000.00",144910,168445,1062,5,D,45,146,1,3,22,0,2,1,0,2,1,N,1,236,5,N,22,Single                    ,1,718,LASCI,Single,1,0,0
5139,927,A,120,10000,10.4,secured  ,22,4,72,H,Y,2,S,F,264,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,276,"166,000.00",133070,139845,875,5,D,44,135,0,0,99,0,0,0,0,3,6,N,0,65,6,N,99,,0,,,,0,0,0
5141,953,X,120,17800,8.4,secured  ,35,6,136,H,Y,0,M,F,89,S,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,200,"185,000.00",25835,72432,610,4,D,51,27,0,0,99,2,0,0,0,4,0,N,0,208,5,N,99,Single                    ,1,718,LASCI,Single,1,0,0
5142,943,X,36,7500,8.9,UnSecured,46,8,300,H,Y,2,M,M,72,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,84,"240,000.00",150000,221684,1571,5,D,54,210,0,0,99,0,1,0,0,1,25,N,0,135,9,N,99,,0,,,,0,0,0
5144,972,X,60,8125,7.9,UnSecured,7,1,95,H,Y,1,M,M,95,S,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,48,"190,000.00",60000,72522,491,0,D,52,70,0,0,99,0,0,0,0,0,6,N,0,40,7,N,99,,0,,,,0,0,0
5146,988,X,36,7500,7.9,UnSecured,22,4,68,H,Y,2,M,F,45,S,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,FALS,FALSE ,180,"300,000.00",95000,147543,1178,5,D,43,110,0,0,99,0,1,1,0,0,5,N,0,394,9,N,99,,0,,,,0,0,0
5147,1019,X,60,10000,7.9,UnSecured,22,4,84,H,Y,2,M,F,240,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,240,"250,000.00",102000,125684,1260,0,D,39,108,0,0,99,0,1,1,0,0,5,N,0,195,9,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5152,1023,X,48,5000,8.9,UnSecured,10,2,37,H,Y,0,M,M,348,P,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"190,000.00",65000,78815,813,0,D,53,66,0,0,99,0,0,0,0,2,2,N,0,140,9,N,99,,0,,,,0,0,0
5155,1047,X,60,7500,7.9,UnSecured,59,11,672,H,Y,0,M,F,360,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"200,000.00",0,17551,548,0,D,57,0,0,0,99,0,0,0,0,0,11,N,0,176,7,N,99,,0,,,,0,0,0
5156,1060,X,36,11832.78,7.4,UnSecured,51,10,55,H,Y,0,M,M,194,R,F,P,6,TRUE,TRUE ,FALSE,TRUE ,FALSE,TRUE,TRUE  ,566,"350,000.00",0,13743,0,0,D,73,0,0,0,99,0,0,0,0,1,3,N,0,138,7,N,99,,0,,,,0,0,0
5159,947,X,60,7500,7.9,UnSecured,17,3,92,H,Y,2,M,F,216,G,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,288,"230,000.00",55000,124877,1456,0,D,44,69,0,0,99,0,2,2,0,3,7,N,0,578,9,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
5160,947,X,36,3700,26.9,UnSecured,60,11,24,R,Y,0,D,F,24,R,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,336,"120,000.00",0,6350,0,0,D,68,0,0,0,99,0,0,0,0,0,0,N,0,64,2,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5162,922,A,60,5819.02,8.4,UnSecured,45,8,273,H,Y,1,M,M,189,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,326,"180,000.00",35000,11980,0,0,D,47,0,0,0,99,0,2,0,0,1,20,N,0,120,5,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5163,997,X,60,5000,8.9,UnSecured,11,2,174,H,Y,1,M,F,66,S,F,P,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,FALSE ,216,"189,000.00",169000,170541,909,4,D,44,171,0,0,99,0,0,0,0,1,14,N,0,12,4,N,99,,0,,,,0,0,0
5165,883,A,24,1000,22.9,UnSecured,37,6,60,H,Y,0,S,F,18,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,60,"110,000.00",29000,27998,190,5,D,34,29,0,0,99,0,0,0,0,0,4,N,0,1,4,N,99,,0,,,,0,0,0
5167,953,X,48,7000,8.9,UnSecured,18,3,256,H,Y,1,M,M,88,P,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,268,"170,000.00",90000,110946,1073,0,D,51,109,0,0,99,43,1,0,0,2,21,N,0,36,9,N,99,,0,,,,0,0,0
5168,1006,X,60,8000,6.9,UnSecured,12,2,228,H,Y,1,M,F,91,P,F,P,6,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,"300,000.00",100000,11415,187,0,D,51,0,0,0,99,0,1,0,0,0,5,N,0,115,5,N,99,,0,,,,0,0,0
5169,1007,X,60,9411.09,6.9,UnSecured,59,11,120,H,Y,2,M,F,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"390,000.00",96000,151960,1257,0,D,47,142,0,0,99,0,0,0,0,1,9,N,0,111,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5170,966,X,36,5000,8.9,UnSecured,11,2,168,H,Y,1,S,F,108,P,F,P,2,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,180,"250,000.00",110000,123280,828,0,D,40,123,0,0,99,0,1,0,0,1,14,N,0,20,9,N,99,,0,,,,0,0,0
5172,959,X,48,6153.74,10.9,UnSecured,18,3,501,H,Y,0,M,M,72,R,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"1,000,000.00",10000,31242,870,0,D,72,0,0,0,99,0,2,0,0,2,25,N,0,313,9,N,99,Life & CI                 ,1,714,JOINT LIFE & CRITICAL ILLNESS,Single,1,0,0
5174,1013,X,60,8256,7.9,UnSecured,52,10,120,H,Y,2,S,M,336,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,360,"150,000.00",30000,623,0,0,D,54,0,0,0,99,0,0,0,0,0,7,N,0,7,2,N,99,,0,,,,0,0,0
5178,918,A,300,44700,8.9,secured  ,0,1,192,H,Y,2,M,F,318,P,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"89,000.00",23007,48940,112,0,D,45,0,0,0,99,0,1,1,0,3,14,N,0,490,9,N,99,Joint                     ,1,746,LASU JOINT,JOINT,0,1,0
5181,863,B,120,40000,8.9,secured  ,5,1,252,H,Y,0,M,M,36,P,F,P,6,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,264,"350,000.00",85090,150578,1402,5,D,58,87,0,0,99,0,1,0,0,4,21,N,0,655,9,N,99,,0,,,,0,0,0
5184,862,B,60,10000,13.4,secured  ,46,8,24,H,Y,0,M,M,72,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,144,"220,000.00",177645,194383,1307,5,D,38,179,0,0,99,0,1,1,0,2,2,N,0,168,9,N,99,,0,,,,0,0,0
5185,948,X,30,3000,21.9,UnSecured,59,11,358,L,Y,0,M,F,53,P,F,P,0,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,241,"120,000.00",0,10374,42,0,D,31,0,1,25,66,0,1,0,0,3,1,N,1,104,8,N,66,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5186,913,A,24,3000,19.9,UnSecured,43,7,13,H,Y,3,M,F,149,G,F,P,0,TRUE,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,145,"130,000.00",100000,102504,965,5,D,38,103,3,23,13,69,1,0,0,5,1,N,2,12,5,N,13,,0,,,,0,0,0
5187,890,A,36,2500,22.9,UnSecured,55,10,85,H,Y,2,M,F,85,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,120,"310,000.00",172000,178460,1492,5,D,38,172,0,0,99,0,1,1,0,2,0,N,0,83,8,N,99,,0,,,,0,0,0
5193,916,A,60,9000,11.4,UnSecured,47,8,42,H,Y,1,M,F,144,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,360,"120,000.00",0,18398,204,5,D,59,0,0,0,99,0,0,0,0,2,3,N,0,184,9,N,99,,0,,,,0,0,0
5194,780,E,60,8000,19.9,UnSecured,59,11,264,H,Y,2,W,F,48,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,240,"650,000.00",82546,88095,509,5,D,42,84,0,0,99,0,0,0,0,7,0,N,0,56,2,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5197,851,B,60,7500,16.9,UnSecured,12,2,327,H,Y,0,M,M,92,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,68,"150,000.00",172774,184451,1314,4,D,52,174,0,0,99,0,1,1,0,1,27,N,0,117,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5198,993,X,60,4300,13.4,UnSecured,44,8,360,H,Y,0,S,M,308,P,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,314,"90,000.00",19219,23260,202,4,D,44,23,0,0,99,0,0,0,0,3,28,N,0,22,3,N,99,Life & CI                 ,1,713,LIFE & CRITICAL ILLNESS,LCI,0,0,1
5199,855,B,60,6000,18.9,UnSecured,42,7,84,T,Y,2,M,M,128,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,128,"120,000.00",0,23247,198,0,D,42,0,0,0,99,0,0,0,0,0,3,N,0,233,5,N,99,Single                    ,1,718,LASCI,Single,1,0,0
5200,819,C,90,10500,11.4,secured  ,24,4,82,H,Y,1,M,M,6,P,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,82,"85,000.00",53348,68459,1019,0,D,50,55,0,0,99,19,4,0,1,2,5,N,0,152,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5202,817,C,120,17000,11.9,secured  ,43,7,132,H,Y,5,M,M,53,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,126,"98,000.00",52583,74347,462,1,D,43,54,2,139,22,17,0,0,0,3,11,N,2,218,5,N,22,Single                    ,1,717,1st Cust - LASU / 2nd Cust - LCI,Single,1,0,0
5203,973,X,24,5000,10.9,UnSecured,27,4,84,H,Y,2,M,M,4,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"230,000.00",160000,176137,1267,5,D,38,173,0,0,99,2,0,0,0,0,0,N,0,42,5,N,99,LASU                      ,1,750,LASU,Single,1,0,0
5205,915,A,60,9000,10.9,UnSecured,44,8,77,H,Y,0,M,M,138,G,F,P,5,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,65,"90,000.00",74144,82493,607,4,D,36,76,0,0,99,0,0,0,0,6,5,N,0,84,9,N,99,,0,,,,0,0,0
5214,893,A,60,7650,10.9,UnSecured,44,8,55,H,Y,3,M,F,151,G,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,67,"110,000.00",90276,134384,1091,4,D,32,92,0,0,99,0,1,0,0,5,3,N,0,442,9,N,99,,0,,,,0,0,0
5215,1031,X,60,8000,7.9,UnSecured,61,11,180,H,Y,0,S,F,180,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,240,"400,000.00",28000,17825,321,0,D,48,0,0,0,99,0,0,0,0,5,0,N,0,179,9,N,99,,0,,,,0,0,0
5216,730,O,25,1000,44.9,UnSecured,42,7,280,L,Y,0,S,M,7,P,F,P,2,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,280,"120,000.00",0,1236,0,0,D,25,0,0,0,99,0,0,0,0,1,7,N,0,13,1,N,99,Single                    ,1,715,LASU,Single,1,0,0
5217,971,X,60,11000,7.4,UnSecured,45,8,193,H,Y,2,D,F,73,P,F,P,4,TRUE,TRUE ,TRUE ,FALSE,TRUE ,TRUE,FALSE ,241,"83,000.00",38400,48007,257,0,D,40,40,0,0,99,0,1,0,0,0,15,N,0,97,9,N,99,Single                    ,1,715,LASU,Single,1,0,0
5219,874,A,60,9000,15.9,UnSecured,36,6,134,H,Y,1,S,M,120,P,F,P,6,TRUE,TRUE ,FALSE,FALSE,FALSE,TRUE,FALSE ,222,"235,000.00",86609,108436,1035,0,D,38,88,0,0,99,0,2,0,0,3,8,N,0,219,6,N,99,Single                    ,1,715,LASU,Single,1,0,0
5221,769,E,60,2000,35.9,UnSecured,27,4,250,L,Y,0,S,M,6,P,F,P,1,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,183,"120,000.00",0,3446,0,5,D,22,0,0,0,99,0,0,0,0,3,4,N,0,35,4,N,99,,0,,,,0,0,0
5222,879,A,60,6000,14.9,UnSecured,29,5,80,H,Y,0,S,M,120,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,193,"250,000.00",97901,79,0,5,D,40,0,0,0,99,7,1,1,0,6,0,N,0,1,1,N,99,LASU                      ,1,750,LASU,Single,1,0,0
5227,795,D,60,5000,26.9,UnSecured,9,2,23,T,Y,2,M,M,204,M,F,P,5,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE  ,183,"120,000.00",0,52734,1103,5,D,35,0,0,0,99,36,1,0,0,4,0,N,0,528,9,N,99,,0,,,,0,0,0
5229,1053,X,37,10500,7.4,UnSecured,12,2,300,H,Y,0,M,F,276,G,F,P,5,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,312,"250,000.00",42390,57822,723,4,D,58,44,0,0,99,0,0,0,0,4,10,N,0,155,9,N,99,,0,,,,0,0,0
5233,840,B,12,1000,23.9,UnSecured,11,2,25,H,Y,0,S,F,45,P,F,P,3,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,200,"75,000.00",55670,62510,378,5,D,38,57,1,5,19,0,0,0,0,2,2,N,1,69,4,N,19,,0,,,,0,0,0
5234,894,A,60,5800,13.9,UnSecured,44,8,32,T,Y,0,M,M,37,R,F,P,1,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,276,"120,000.00",0,249,0,0,D,69,0,0,0,99,0,0,0,0,0,2,N,0,3,1,N,99,,0,,,,0,0,0
5239,836,C,60,5000,27.9,UnSecured,43,7,300,H,Y,1,S,M,54,P,F,P,2,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,300,"120,000.00",16093,17385,146,5,D,31,18,0,0,99,0,3,3,1,3,25,N,0,13,5,N,99,LASU                      ,1,750,LASU,Single,1,0,0
5242,1025,X,24,5000,8.9,UnSecured,45,8,297,H,Y,0,M,F,88,S,F,P,3,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,244,"240,000.00",0,5885,0,0,D,61,0,0,0,99,0,0,0,0,0,18,N,0,59,8,N,99,,0,,,,0,0,0
5243,873,A,30,6000,17.9,UnSecured,42,7,240,H,Y,1,D,F,54,S,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,132,"100,000.00",69454,76391,449,5,D,42,71,0,0,99,0,1,1,0,1,21,N,0,70,6,N,99,LASCI                     ,1,751,LASCI,Single,1,0,0
5245,1029,X,60,10000,9.4,UnSecured,22,4,190,H,Y,0,M,M,252,P,F,P,6,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,FALSE ,252,"170,000.00",102985,129039,1466,5,D,45,104,0,0,99,0,0,0,0,4,11,N,0,261,9,N,99,,0,,,,0,0,0
5246,956,X,120,11000,8.4,secured  ,43,7,223,H,Y,1,S,F,70,G,F,P,4,TRUE,FALSE,TRUE ,FALSE,FALSE,TRUE,TRUE  ,180,"110,000.00",44932,45097,285,5,D,38,46,0,0,99,0,0,0,0,3,16,N,0,3,6,N,99,,0,,,,0,0,0
5248,1037,C,37,12995,10.4,secured  ,0,1,42,H,Y,1,M,F,42,G,F,P,0,TRUE,TRUE ,TRUE ,FALSE,FALSE,TRUE,FALSE ,120,"120,000.00",0,0,0,5,D,28,0,0,0,99,0,0,0,0,0,0,N,0,0,0,N,99,,0,,,,0,0,0
5252,854,B,33,6711.03,16.9,UnSecured,0,1,6,T,Y,0,S,F,156,G,F,P,4,TRUE,FALSE,FALSE,FALSE,FALSE,FALS,TRUE  ,132,"120,000.00",0,4590,0,0,D,39,0,0,0,99,0,0,0,0,0,13,N,0,46,2,N,99,,0,,,,0,0,0
5253,1059,B,36,12641.25,10.6,secured  ,0,1,60,H,Y,1,M,F,72,G,F,P,0,FALS,TRUE ,TRUE ,FALSE,FALSE,FALS,FALSE ,0,"66,250.00",14000,4690,0,0,C,52,0,0,0,99,0,0,0,0,1,0,N,0,47,1,N,99,,0,,,,0,0,0
5254,532,S,17,2261.09,30.9,UnSecured,0,1,18,T,Y,0,S,F,36,P,F,P,3,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE ,81,"120,000.00",0,0,0,5,D,27,0,0,0,99,0,0,0,0,1,0,N,0,0,0,N,99,Single                    ,1,725,LASU,Single,1,0,0
